-216.604,419.863,3199.86
-0.148035,-0.198313,-0.968895
-193.167,905.024,3096.98
-682.169,588.456,3236.49
-240.041,-65.2991,3302.75
248.961,251.269,3163.24
2960.22,138.509,-42.9859
-0.986705,0.160916,-0.0228087
2880.8,-326.716,110.252
2950.33,149.918,465.261
3042.01,615.278,-217.757
2967.72,115.555,-529.7
91.6465,86.5657,0
86.9467,91.2655,0
593.759,598.369,0
782.75,831.552,0
2.96377,0,0
0.00200085,0,0
1,0,0
-719.899,442.404,3234.15
0.686523,-0.107671,-0.719092
-708.418,934.791,3171.39
-1063.97,542.941,2890.61
-731.379,-49.9825,3296.92
-375.825,341.868,3577.7
3020.82,642.853,-54.5123
-0.719391,-0.693024,0.0468556
3351.13,309.731,89.8281
3037.71,658.091,430.117
2685.89,980.996,-195.416
3008.55,622.595,-542.579
88.7562,89.6165,0
88.5196,89.8531,0
579.127,594.204,0
784.339,786.977,0
3.08894,0,0
0.00203431,0,0
2,0,0
453.808,420.68,3334.62
-0.784376,-0.0799968,-0.615105
474.413,908.574,3244.89
163.742,633.429,3676.84
433.204,-67.2145,3424.34
743.875,207.931,2992.39
3043.03,-552.342,-39.9955
-0.600366,0.799406,-0.0226058
2664.55,-832.011,121.971
3057.08,-527.87,452.408
3409.83,-281.784,-213.561
3040.68,-567.705,-520.8
89.182,92.1971,0
89.4781,91.901,0
558.941,596.466,0
790.246,792.781,0
3.09301,0,0
0.00205303,0,0
3,0,0
462.986,358.666,2903.74
-0.392338,-0.133871,-0.910027
483.939,848.065,2822.72
29.7101,540.845,3063.74
442.032,-130.734,2984.77
896.261,176.486,2743.75
2652.43,-547.133,-41.3032
-0.922217,0.382248,-0.0583265
2461.11,-985.308,112.015
2629.46,-526.561,456.721
2843.15,-111.207,-199.887
2676,-565.456,-534.063
89.9788,88.6932,0
89.3994,89.2725,0
588.178,598.006,0
799.918,805.801,0
2.70859,0,0
0.00178639,0,0
4,0,0
125.826,568.673,4222.04
0.232747,-0.105035,-0.966849
146.825,1062.35,4173.46
-332.645,711.737,4096.13
104.827,74.9976,4270.61
584.298,425.61,4347.95
3867.77,-226.655,-54.1444
-0.983573,-0.180408,-0.00604424
3947.54,-667.842,132.836
3857.9,-188.781,420.094
3789.55,205.746,-232.62
3876.07,-255.745,-536.888
91.0095,90.9615,0
91.4198,91.4677,0
559.499,565.73,0
765.741,789.596,0
3.87478,0,0
0.00261909,0,0
5,0,0
-503.319,577.457,4142.65
0.0146621,-0.280515,-0.959738
-474.81,1053.35,4003.99
-972.466,731.393,4090.49
-531.827,101.561,4281.31
-34.1714,423.52,4194.81
3865.32,403.795,-42.2151
-0.995796,-0.0842743,0.0358919
3906.17,-20.8889,94.1317
3883.84,406.543,478.049
3823.41,844.322,-170.443
3847.84,385.204,-570.598
97.7052,80.5557,0
83.1525,100.302,0
574.969,609.516,0
781.14,784.757,0
3.88658,0,0
0.00261517,0,0
6,0,0
-1433.84,522.96,3489.3
0.513625,0.25082,-0.820536
-1504.3,1003.57,3592.11
-1857.29,648.981,3262.76
-1363.37,42.3532,3386.5
-1010.39,396.938,3715.85
3600.3,1459.67,-69.6278
-0.857142,-0.515037,0.00672804
3842.86,1058,84.5006
3585.59,1490.67,429.361
3374.12,1834.06,-223.879
3598.61,1455.96,-568.494
87.272,92.5214,0
96.3994,91.15,0
558.675,610.179,0
767.7,802.766,0
3.88557,0,0
0.00241739,0,0
7,0,0
-1212.86,439.547,3039.38
0.555564,0.154272,-0.817036
-1262.58,930.043,3098.19
-1620.74,565.439,2785.81
-1163.14,-50.9487,2980.57
-804.978,313.655,3292.96
3039.7,1201.63,-63.8134
-0.776468,-0.629975,-0.0151239
3331.48,838.174,95.7108
3030.73,1201.03,421.963
2741.14,1573.28,-215.956
3055.46,1194.05,-556.972
88.2301,90.1034,0
88.233,90.1005,0
573.193,599.087,0
792.987,793.333,0
3.26922,0,0
0.00202842,0,0
8,0,0
-1354.66,498.893,3338.14
0.128988,-0.439854,-0.888758
-1290.76,943.805,3127.23
-1807.01,648.498,3198.45
-1418.57,53.9813,3549.06
-902.313,349.289,3477.84
3341.31,1340.31,-78.8497
-0.996206,-0.0870165,0.00114499
3381.01,887.513,55.9285
3341.57,1344.01,436.041
3301.43,1794.93,-225.587
3341.21,1334.8,-581.782
95.2976,92.489,0
93.2597,94.5269,0
583.252,595.342,0
779.949,801.68,0
3.60097,0,0
0.00225445,0,0
9,0,0
-1091.8,711.949,4775.04
0.435725,-0.0320601,-0.899509
-1090.72,1208.16,4757.88
-1521.51,840.782,4562.29
-1092.87,215.743,4792.2
-662.079,583.116,4987.79
4464.84,1000.58,-90.3725
-0.889524,-0.456859,0.00517336
4660.19,621.998,66.6751
4466.09,1003.82,411.112
4258.38,1400.8,-246.045
4474.7,975.697,-593.232
94.5205,85.1309,0
88.2334,97.623,0
549.636,589.954,0
771.357,795.359,0
4.57648,0,0
0.00301247,0,0
10,0,0
-1285.29,447.04,3055.07
0.9354,-0.0819438,-0.343966
-1311.94,-46.6882,3100.22
-1125.57,344.437,3513.85
-1258.64,940.768,3009.92
-1445,549.643,2596.29
2905.3,1209.6,-69.2008
-0.274558,-0.957167,0.0919162
3343.4,1099.1,88.6586
2906.36,1254.86,405.231
2459.83,1322.41,-225.077
2911.61,1162.04,-545.615
89.1932,89.7604,0
88.6512,90.3024,0
561.68,576.688,0
769.871,775.393,0
3.14781,0,0
0.0019759,0,0
11,0,0
-45.1637,340.686,2589.21
-0.344961,-0.155564,-0.925636
-64.3344,-147.37,2678.38
397.66,161.137,2454.36
-25.9929,828.741,2500.04
-487.988,520.234,2724.06
2396.9,-19.7608,-55.8836
-0.947375,0.319234,-0.0239006
2241.43,-469.713,97.0411
2395.75,15.1925,456.942
2545.7,409.383,-221.964
2404.74,-33.9051,-555.553
93.4587,90.1859,0
93.8349,89.8097,0
572.412,623.279,0
799.242,801.549,0
2.39764,0,0
0.00161152,0,0
12,0,0
-539.633,338.298,2507.48
0.0959394,-0.255079,-0.962149
-575.134,-141.263,2631.08
-74.982,186.277,2594.12
-504.131,817.86,2383.88
-1004.28,490.319,2420.85
2372.56,485.904,-61.1259
-0.994395,-0.0715332,-0.0778595
2394.3,5.09977,102.937
2331.33,513.348,440.224
2352.13,951.81,-228.179
2412.49,473.357,-559.486
90.4564,89.5805,0
91.5822,88.4546,0
585.086,613.225,0
799.652,811.418,0
2.42258,0,0
0.00158843,0,0
13,0,0
1170.91,748.813,5560.56
-0.613729,-0.114148,-0.781222
1192.77,1236.88,5472.07
800.256,950.385,5822.29
1149.04,260.747,5649.05
1541.56,547.241,5298.83
5011.38,-1341.43,-40.7134
-0.774782,0.631823,0.0226454
4727.12,-1694.28,78.6867
5023.9,-1343.8,454.266
5293.28,-990.73,-180.322
5001.2,-1336.89,-515.484
94.324,89.369,0
91.548,92.145,0
563.445,593.276,0
745.581,774.551,0
5.18796,0,0
0.00340118,0,0
14,0,0
963.128,648.86,4829.79
0.312534,-0.137708,-0.939872
989.143,1140.61,4766.39
517.085,787.204,4661.2
937.113,157.108,4893.19
1409.17,510.516,4998.39
4367.53,-1101.41,-50.304
-0.979791,-0.196068,0.0395761
4459.12,-1528.78,99.9579
4390.98,-1113.24,471.649
4268.75,-638.513,-202.325
4351.26,-1125.1,-570.497
84.494,94.8964,0
90.7882,80.3858,0
561.669,615.732,0
790,833.393,0
4.50454,0,0
0.00295699,0,0
15,0,0
869.573,546.642,4167.84
-0.53175,-0.135737,-0.835953
894.467,1033.36,4072.97
472.455,747.718,4387.8
844.68,59.9209,4262.71
1266.69,345.565,3947.88
3775.15,-992.96,-46.1268
-0.852695,0.522404,-0.00233365
3529.27,-1393.55,123.674
3793.11,-961.442,447.287
4012.54,-606.249,-218.688
3765.69,-1010.6,-536.78
89.4977,90.3923,0
88.2049,91.685,0
570.632,600.879,0
786.024,799.214,0
3.90383,0,0
0.00255114,0,0
16,0,0
831.425,464.81,3653.04
-0.395327,-0.162301,-0.904088
840.77,952.689,3561.37
395.23,640.638,3812.21
822.08,-23.0687,3744.71
1267.62,288.981,3493.87
3298.32,-941.041,-44.1154
-0.948529,0.316689,0.000207617
3149.63,-1386.46,87.048
3299.1,-939.009,456.881
3445.51,-500.1,-175.775
3299.03,-938.59,-544.615
91.9152,91.8075,0
92.4044,91.3184,0
591.416,599.445,0
783.791,788.611,0
3.43022,0,0
0.00223874,0,0
17,0,0
522.196,839.965,6002.04
-0.663065,-0.104564,-0.741223
544.806,1327.89,5912.98
171.39,1045.75,6286.83
499.586,352.037,6091.1
873.002,634.176,5717.26
5474.09,-684.272,-67.5558
-0.730675,0.68238,0.0216998
5172.56,-1011.01,54.2848
5484.67,-690.11,472.595
5787.54,-342.669,-255.089
5451.57,-693.299,-542.014
79.2566,85.2639,0
88.2558,82.2485,0
564.044,612.675,0
730.994,861.375,0
5.5171,0,0
0.00370225,0,0
18,0,0
136.52,738.176,5260.65
-0.330525,-0.176452,-0.927156
154.039,1224.44,5161.86
-309.293,917.612,5385.43
119.001,251.915,5359.44
582.333,558.74,5135.87
4815.13,-285.278,-73.787
-0.933325,0.357605,0.0319937
4665.5,-688.341,66.3943
4835.71,-278.628,452.265
4955.31,92.5746,-207.866
4804,-266.716,-605.942
100.516,77.7552,0
74.8961,97.6571,0
557.179,587.99,0
766.726,805.597,0
4.82414,0,0
0.00326322,0,0
19,0,0
-313.429,676.028,4733.65
0.28904,-0.0860616,-0.953441
-331.899,181.406,4772.7
138.554,535.278,4883.38
-294.958,1170.65,4694.6
-765.411,816.777,4583.93
4354.09,200.18,-78.2437
-0.964721,-0.262637,0.0182873
4472.72,-223.747,91.1766
4357.33,222.402,411.83
4234.34,628.718,-241.241
4351.99,173.347,-574.74
91.8268,86.5716,0
87.6641,92.9193,0
561.409,576.564,0
778.923,784.668,0
4.3594,0,0
0.0029521,0,0
20,0,0
-250.569,669.321,4717.15
0.749221,-0.103589,-0.654169
-234.733,1161.95,4657.28
-562.313,770.248,4344.13
-266.405,176.695,4777.02
61.1747,568.394,5090.17
4343.46,139.02,-73.8796
-0.664824,-0.745749,0.0432238
4691.16,-160.997,97.7893
4345.62,164.679,402.13
3987.52,446.73,-239.51
4349.53,105.668,-555.928
87.3771,89.0368,0
87.1827,89.2311,0
563.986,589.484,0
784.324,787.078,0
4.34631,0,0
0.0029371,0,0
21,0,0
-278.683,670.732,4733.85
-0.656222,-0.121445,-0.744731
-264.341,1158.4,4641.69
-635.008,871.973,5015.01
-293.025,183.067,4826.01
77.6417,469.49,4452.69
4345.13,145.638,-66.1259
-0.74139,0.671068,-0.00278249
4047.63,-182.33,103.548
4359.5,163.511,416.556
4624.98,454.201,-214.476
4348.41,147.171,-570.132
91.9485,82.7958,0
81.2405,90.3933,0
545.208,561.104,0
743.764,808.011,0
4.34807,0,0
0.00294791,0,0
22,0,0
-1679.1,764.801,5041.04
0.158801,-0.433827,-0.886891
-1625.55,1211.92,4831.91
-2133.38,900.27,4893.43
-1732.64,317.68,5250.16
-1224.81,629.332,5188.64
4937.73,1629.99,-90.9116
-0.973416,-0.225017,0.0427728
5047.16,1185.58,61.55
4958.2,1633.65,394.148
4833.67,2062.36,-184.367
4911.88,1638.37,-634.978
88.5071,77.7583,0
81.2697,92.0185,0
565.063,623.649,0
730.743,841.704,0
5.2006,0,0
0.00334227,0,0
23,0,0
-125.721,546.317,3270.41
0.269291,-0.778533,-0.566894
-92.1508,845.446,2875.55
-575.546,543.754,3060.25
-159.291,247.188,3665.26
324.104,548.88,3480.57
3023.95,38.34,-153.517
-0.672024,-0.272304,0.688647
3203.3,-391.554,-148.481
3393.94,98.5559,231.353
2845.2,423.787,-175.538
2653.35,22.5714,-521.401
101.727,98.9116,0
105.724,94.9154,0
563.383,648.709,0
756.603,782.951,0
3.02809,0,0
0.00280711,0,0
24,0,0
-123.732,456.551,3124.8
0.268283,-0.65966,-0.702049
-89.7122,823.958,2792.58
-573.538,493.799,2917.91
-157.752,89.1451,3457.02
326.074,419.304,3331.69
2873.68,40.2067,-94.1454
-0.783955,-0.261058,0.563261
3058.27,-398.003,-40.3343
3158.36,67.5487,314.746
2686.83,481.252,-149.797
2591.27,10.0293,-501.196
92.416,91.7805,0
91.6459,92.5507,0
594.002,595.535,0
772.639,780.572,0
2.87551,0,0
0.00234915,0,0
25,0,0
874.519,385.101,3061.13
-0.224682,-0.513258,-0.828302
839.794,810.276,2807.09
400.732,528.103,3101.03
909.245,-40.074,3315.17
1348.31,242.099,3021.22
2713.02,-953.661,-47.3108
-0.863031,0.258242,0.434154
2637.89,-1423.42,82.7702
2914.59,-1025.81,396.291
2792.62,-477.874,-172.083
2506.98,-887.53,-496.222
89.2639,90.6661,0
89.3498,90.5802,0
577.017,595.378,0
798.852,799.72,0
2.87614,0,0
0.00203926,0,0
26,0,0
-1165.54,386.572,2531.09
0.517036,-0.675068,-0.526266
-950.4,752.32,2273.29
-1459.63,466.837,2139.2
-1380.68,20.8243,2788.89
-871.443,306.308,2922.99
2610.84,1174.05,-78.9239
-0.522081,-0.695185,0.494114
3045.05,964.412,84.9199
2724.79,1378.28,328.811
2206.41,1384.77,-209.772
2467.1,968.737,-519.655
85.0358,85.8806,0
86.1607,85.3159,0
577.35,580.576,0
747.549,836.393,0
2.86375,0,0
0.00198467,0,0
27,0,0
1616.63,610.835,4697.88
-0.374331,-0.526249,-0.763504
1559.67,1029.55,4437.21
1161.51,776.88,4806.57
1673.59,192.122,4958.56
2071.75,444.79,4589.2
4140.52,-1746.99,-37.333
-0.77369,0.433518,0.462024
3975.45,-2167.34,80.6614
4353.66,-1846.02,412.505
4303.09,-1348.72,-138.797
3929.87,-1625.89,-503.701
95.4605,80.2122,0
79.2268,94.4752,0
590.991,597.006,0
744.176,797.952,0
4.49414,0,0
0.00315547,0,0
28,0,0
774.676,640.255,4649.68
0.0748791,-0.581491,-0.8101
729.55,236.608,4935.25
1236.81,515.759,4781.76
819.802,1043.9,4364.11
312.538,764.752,4517.6
4142.05,-893.614,-66.7981
-0.853004,-0.0485659,0.519639
4238.87,-1362.59,48.3085
4398.49,-875.504,355.84
4038.46,-422.419,-192.815
3892.39,-913.946,-478.525
90.6614,87.5537,0
88.3646,89.8505,0
586.996,597.749,0
773.877,797.452,0
4.23788,0,0
0.00317591,0,0
29,0,0
-312.403,638.744,4428.4
0.0123875,-0.609531,-0.792665
-291.932,1032.16,4126.2
-784.135,757.864,4329.43
-332.874,245.332,4730.6
159.329,519.623,4527.38
4085.01,195.036,-85.8107
-0.873197,-0.0783617,0.481027
4175.69,-262.679,4.23753
4342.44,215.049,384.762
3971.84,640.69,-218.645
3850.06,187.083,-513.597
99.6929,88.4179,0
93.758,94.3528,0
554.604,633.11,0
759.257,826.207,0
4.09056,0,0
0.00315326,0,0
30,0,0
-1316.74,444.957,3006.46
0.362886,-0.655396,-0.662397
-1170.01,819.869,2715.89
-1698.99,539.093,2703.91
-1463.47,70.0457,3297.02
-934.489,350.822,3309.01
3132.58,1353,-71.9986
-0.731573,-0.545475,0.408971
3451.87,1023.63,59.8469
3285.79,1478.19,369.023
2820.69,1683.03,-189.744
2971.99,1227.16,-527.121
90.3169,94.062,0
93.2016,91.1774,0
574.278,586.974,0
755.315,785.008,0
3.41305,0,0
0.00232923,0,0
31,0,0
-228.198,306.018,2365.56
0.403365,-0.1053,-0.90896
-224.603,799.39,2310
-664.364,421.921,2158.58
-231.793,-187.355,2421.12
207.968,190.114,2572.54
2206.28,167.803,-53.596
-0.92449,-0.381021,0.011896
2391.44,-277.016,88.5654
2212.14,169.286,449.045
2020.28,614.331,-207.056
2201.28,164.611,-544.939
90.4073,87.6856,0
88.4322,89.6607,0
590.909,601.066,0
795.314,815.686,0
2.2133,0,0
0.0014788,0,0
32,0,0
-238.066,299.927,2326.54
-0.0252186,-0.202913,-0.978872
-212.331,785.309,2225.26
-708.013,458.772,2305.72
-263.8,-185.456,2427.82
231.882,141.081,2347.36
2175.57,183.545,-55.5171
-0.998586,0.0343387,-0.0405901
2152.55,-287.037,112.597
2155.91,203.242,444.912
2199.1,663.999,-228.04
2194.72,153.978,-551.537
89.7142,88.7801,0
87.9684,90.5259,0
592.299,603.98,0
798.34,816.717,0
2.184,0,0
0.00145799,0,0
33,0,0
-1063.48,418.466,2694.66
0.577878,-0.65457,-0.487438
-883.662,786.331,2413.84
-1363.93,446.814,2300.4
-1243.3,50.6012,2975.47
-763.033,390.118,3088.92
2632.75,1016.06,-97.8168
-0.512915,-0.66945,0.537359
3039,769.778,-16.8655
2821.77,1196.67,307.625
2232.61,1273.22,-159.369
2437.6,824.559,-522.658
88.8043,94.2654,0
91.7997,91.27,0
578.55,612.615,0
755.679,787.721,0
2.8237,0,0
0.00209076,0,0
34,0,0
773.061,628.185,4572.31
-0.423352,-0.561349,-0.711098
756.511,1022.42,4270.95
336.025,846.958,4659.8
789.611,233.948,4873.67
1210.1,409.412,4484.82
4098.85,-897.641,-73.7194
-0.766293,0.434003,0.473747
3969.31,-1303.56,88.5963
4366.31,-940.697,398.337
4200.03,-488.3,-285.068
3859.77,-858.011,-496.742
102.635,90.502,0
85.726,97.8591,0
545.22,620.658,0
743.726,836.274,0
4.19664,0,0
0.00318609,0,0
35,0,0
-857.387,422.226,2796.52
0.702665,-0.588705,-0.399609
-692.276,803.657,2524.92
-1112.95,405.928,2371.15
-1022.5,40.795,3068.11
-601.824,438.524,3221.88
2622.53,787.497,-100.708
-0.456924,-0.724999,0.515361
3043.23,547.831,-64.8769
2828.25,950.888,311.537
2190.32,1026.72,-147.381
2428.34,624.55,-502.109
90.6178,87.1514,0
87.5811,90.188,0
586.71,591.91,0
758.379,789.501,0
2.74007,0,0
0.00209042,0,0
36,0,0
-363.099,75.2951,2546.97
0.668521,-0.244394,-0.70239
-308.256,555.224,2432.18
-699.526,169.184,2194.1
-417.943,-404.634,2661.76
-26.6734,-18.5938,2899.85
2319.15,297.424,202.054
-0.733596,-0.666491,0.132762
2656.23,-43.8837,351.252
2361.89,345.407,679.117
1985.41,635.492,55.1009
2273.05,252.68,-277.256
87.6202,88.1591,0
88.503,87.2764,0
582.877,587.947,0
784.399,793.599,0
2.34685,0,0
0.00165784,0,0
37,0,0
-1047.59,120.625,2634.19
0.195587,-0.386939,-0.901124
-987.425,578.086,2450.81
-1496.14,262.828,2475.77
-1107.75,-336.836,2817.56
-599.037,-21.578,2792.6
2579.48,1028.98,197.754
-0.99263,-0.120072,0.016374
2637.66,569.777,357.105
2586.55,1036.14,678.958
2519.75,1501.72,43.1492
2573.97,1008.3,-288.195
87.9743,89.2627,0
87.2465,89.9904,0
568.94,596.813,0
782.799,790.874,0
2.78418,0,0
0.00179428,0,0
38,0,0
-561.344,187.074,3270.85
0.0510922,-0.228632,-0.972171
-534.728,670.007,3158.67
-1030.53,337.94,3210.71
-587.961,-295.859,3383.03
-92.1545,36.2082,3330.99
3023.11,488.769,200.937
-0.998851,-0.0473916,-0.00715725
3043.83,27.7897,361.47
3018.75,503.85,709.442
3002.43,947.941,46.5646
3027.43,475.495,-313.726
92.2923,93.7291,0
93.4563,92.565,0
590.209,594.676,0
798.053,810.308,0
3.06895,0,0
0.00209544,0,0
39,0,0
510.66,282.11,4116
0.620114,-0.150581,-0.769925
530.929,771.797,4036.56
141.887,383.042,3799.25
490.391,-207.577,4195.45
879.433,181.178,4432.76
3690.12,-614.904,199.696
-0.829241,-0.556249,0.0542928
3955.23,-996.153,342.822
3729.07,-625.514,685.799
3402.3,-202.22,31.7684
3673.89,-635.728,-261.608
89.2063,97.1115,0
99.2836,91.3784,0
553.315,589.71,0
757.889,844.813,0
3.74633,0,0
0.00257498,0,0
40,0,0
448.442,164.478,3039.86
-0.400632,-0.511823,-0.759955
428.305,-242.014,3324.25
880.262,-70.5478,2970.5
468.579,570.97,2755.48
16.6217,399.503,3109.22
2706.04,-529.624,171.158
-0.798799,0.429055,0.421702
2592.89,-959.042,393.731
2936.06,-532.531,609.81
2821.87,-100.217,-46.331
2473.36,-526.705,-272.577
89.58,90.9613,0
90.4687,90.0727,0
588.525,595.436,0
794.011,803.225,0
2.76269,0,0
0.0021714,0,0
41,0,0
-439.183,151.906,2805.82
0.552625,-0.542953,-0.632304
-317.971,564.428,2557.53
-786.887,205.936,2455.54
-560.395,-260.617,3054.12
-91.4793,97.8749,3156.11
2570.03,368.533,167.771
-0.705317,-0.549397,0.447985
2906.78,24.1991,275.682
2762.38,482.907,610.88
2233.29,717.731,65.8597
2377.65,249.296,-281.338
89.8247,91.3786,0
90.3423,90.861,0
586.193,600.68,0
795.061,800.574,0
2.60173,0,0
0.00205585,0,0
42,0,0
838.417,151.708,3334.18
-0.41261,-0.0866569,-0.906776
866.013,643.85,3274.59
411.557,333.433,3511.05
810.821,-340.434,3393.77
1265.28,-30.0176,3157.31
2950.18,-933.463,220.556
-0.912319,0.408064,-0.0340248
2755.45,-1355.66,378.64
2938.55,-918.301,714.389
3143.49,-513.395,75.2211
2963.25,-946.498,-286.024
89.9984,93.0499,0
92.2956,90.7528,0
580.976,592.085,0
783.891,807.694,0
3.10219,0,0
0.00205007,0,0
43,0,0
812.199,131.778,3180.02
-0.468791,-0.00589618,-0.88329
779.654,-363.231,3200.6
1224.17,-39.9344,2962.52
844.744,626.787,3159.44
400.223,303.49,3397.52
2823.26,-906.428,219.506
-0.874782,0.469162,-0.12101
2582.85,-1320.48,352.106
2767.91,-882.856,711.033
3057.44,-502.165,93.9251
2884.83,-920.211,-279.038
90.1622,91.9327,0
92.634,89.4608,0
586.225,595.475,0
780.756,806.071,0
2.97331,0,0
0.0019539,0,0
44,0,0
-754.343,243.207,3566.12
0.101929,-0.254051,-0.961805
-728.994,723.278,3442
-1222.08,385.196,3479.04
-779.692,-236.864,3690.24
-286.611,101.218,3653.19
3319.15,673.951,195.808
-0.994765,-0.0967464,-0.032919
3359.56,209.198,340.613
3303.98,665.488,679.115
